session_id,point_index,world_x,world_y,expected_pixel_x,expected_pixel_y,matched_pixel_x,matched_pixel_y,raw_pip_center_x,raw_pip_center_y,die_center_x,die_center_y,value,color,pixel_match_distance,detection_json,capture_dir,notes
20260508_211103,2,256.298,-36.126,199.316,51.789,199.03,50.14,199.95,50.98,198.59,50.09,2,b,1.674,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211103\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211103,
20260508_211103,3,178.723,-34.948,202.72,187.842,204.48,186.84,205.41,188.5,203.86,186.37,2,b,2.026,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211103\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211103,
20260508_211103,4,228.544,-32.584,192.154,99.451,193.6,102.85,194.5,104.0,192.46,101.92,3,b,3.694,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211103\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211103,
20260508_211103,5,209.321,-13.131,141.462,133.166,143.28,133.36,144.03,134.7,143.04,132.39,4,r,1.829,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211103\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211103,
20260508_211103,6,265.548,-12.133,135.646,36.778,138.98,33.76,139.71,34.5,139.47,33.91,5,b,4.497,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211103\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211103,
20260508_211103,7,239.307,-10.597,133.045,81.205,135.67,81.57,136.4,82.6,136.0,80.91,5,b,2.65,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211103\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211103,
20260508_211103,8,184.923,-10.145,134.839,176.478,135.27,174.17,136.0,175.75,135.29,172.99,2,b,2.348,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211103\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211103,
20260508_211103,9,204.303,10.82,77.911,142.049,79.1,142.76,79.66,144.15,79.3,141.51,4,r,1.385,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211103\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211103,
20260508_211103,10,266.606,11.473,74.37,35.608,76.9,33.51,77.45,34.25,77.18,33.19,2,b,3.287,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211103\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211103,
20260508_211103,11,235.708,12.688,72.08,87.699,76.95,89.18,77.5,90.25,77.27,88.03,2,b,5.09,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211103\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211103,
20260508_211103,12,174.403,16.331,64.052,195.166,59.88,194.1,60.38,195.8,59.61,193.27,1,r,4.306,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211103\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211103,
20260508_211155,1,240.617,-37.196,203.472,78.536,202.49,81.87,203.42,82.89,201.44,81.54,5,b,3.475,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211155\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211155,
20260508_211155,2,173.648,-36.751,208.113,197.089,214.23,196.92,215.2,198.64,213.18,196.32,6,b,6.12,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211155\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211155,
20260508_211155,3,201.358,-34.028,198.278,147.189,201.18,148.57,202.11,150.0,200.48,148.03,3,b,3.214,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211155\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211155,
20260508_211155,4,263.894,-33.926,192.89,39.009,192.7,38.15,193.6,38.92,191.6,37.31,1,r,0.88,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211155\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211155,
20260508_211155,5,228.307,-15.52,146.698,100.057,148.65,101.24,149.42,102.39,148.08,100.8,6,b,2.282,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211155\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211155,
20260508_211155,6,199.857,-8.852,130.538,149.864,132.11,149.11,132.83,150.54,132.07,148.61,2,b,1.743,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211155\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211155,
20260508_211155,7,172.169,-8.558,131.252,199.469,130.79,194.79,131.5,196.5,130.97,193.78,5,b,4.702,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211155\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211155,
20260508_211155,8,259.505,-5.405,118.41,47.069,124.29,43.41,124.99,44.21,124.2,43.5,1,r,6.925,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211155\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211155,
20260508_211155,9,218.135,11.233,76.402,117.92,75.34,122.45,75.89,123.72,75.12,121.24,2,b,4.653,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211155\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211155,
20260508_211155,10,187.458,13.805,70.463,171.819,67.97,171.72,68.5,173.29,68.54,169.73,5,b,2.495,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211155\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211155,
20260508_211155,11,241.919,16.809,61.179,77.191,62.6,77.58,63.11,78.58,62.6,76.55,3,b,1.473,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211155\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211155,
20260508_211155,12,267.712,17.113,59.813,33.915,63.74,32.52,64.25,33.25,64.25,32.07,6,b,4.167,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211155\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211155,
20260508_211307,1,193.895,-37.752,209.04,160.509,212.82,161.0,213.78,162.5,211.9,159.73,5,b,3.812,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211307\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211307,
20260508_211307,2,266.218,-37.566,202.296,35.007,202.57,34.26,203.5,35.0,201.3,34.25,5,b,0.796,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211307\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211307,
20260508_211307,3,227.442,-34.92,198.498,101.338,197.0,103.43,197.91,104.59,195.92,103.08,2,b,2.573,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211307\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211307,
20260508_211307,4,248.773,-21.88,162.231,64.861,165.82,65.68,166.64,66.61,165.51,65.53,2,b,3.681,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211307\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211307,
20260508_211307,5,173.915,-18.697,158.708,196.411,159.53,194.24,160.33,195.95,158.83,193.0,4,r,2.322,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211307\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211307,
20260508_211307,6,225.968,-10.089,132.425,104.162,136.66,105.62,137.39,106.79,136.87,104.47,1,r,4.479,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211307\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211307,
20260508_211307,7,201.71,-6.785,124.906,146.589,126.45,147.68,127.15,149.1,126.32,146.39,4,r,1.891,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211307\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211307,
20260508_211307,8,265.867,-4.881,116.748,36.427,120.06,33.67,120.74,34.41,120.79,33.21,4,r,4.31,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211307\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211307,
20260508_211307,9,174.627,5.809,92.307,194.87,88.5,195.04,89.09,196.75,94.38,189.34,3,b,3.811,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211307\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211307,
20260508_211307,10,251.392,14.161,67.827,61.13,70.13,60.1,70.67,61.0,70.54,59.16,3,b,2.523,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211307\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211307,
20260508_211307,11,224.969,17.618,59.451,106.168,60.25,107.07,60.75,108.25,60.15,105.82,2,b,1.205,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211307\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211307,
20260508_211307,12,198.219,17.997,59.05,152.752,56.51,152.37,57.0,153.83,56.47,151.35,3,b,2.569,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211307\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211307,
20260508_211405,1,234.791,-37.624,205.113,88.57,205.02,90.35,205.95,91.43,204.19,90.0,4,r,1.783,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211405\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211405,
20260508_211405,2,262.994,-36.95,200.939,40.45,201.57,40.22,202.5,41.0,200.22,39.78,5,b,0.672,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211405\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211405,
20260508_211405,3,184.337,-36.792,207.271,177.694,209.55,178.23,210.5,179.84,208.45,177.0,2,b,2.341,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211405\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211405,
20260508_211405,4,210.888,-36.547,204.279,130.307,203.47,132.27,204.4,133.6,203.09,131.37,3,b,2.123,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211405\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211405,
20260508_211405,5,197.732,-16.889,152.254,153.634,154.13,156.24,154.91,157.72,154.01,155.0,1,r,3.211,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211405\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211405,
20260508_211405,6,223.416,-16.736,150.23,108.52,148.09,106.95,148.85,108.13,147.5,106.47,1,r,2.654,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211405\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211405,
20260508_211405,7,258.983,-8.121,125.522,47.884,130.29,47.93,131.0,48.75,131.01,47.14,2,b,4.768,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211405\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211405,
20260508_211405,8,176.678,-5.934,123.904,191.283,120.92,187.15,121.61,188.81,120.54,185.28,1,r,5.098,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211405\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211405,
20260508_211405,9,212.671,4.88,93.368,127.384,95.6,126.79,96.2,128.09,95.42,126.07,2,b,2.31,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211405\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211405,
20260508_211405,10,240.783,16.342,62.421,79.112,59.0,79.98,59.5,81.0,58.89,79.0,5,b,3.529,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211405\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211405,
20260508_211405,11,186.937,17.272,61.235,172.729,58.65,171.1,59.14,172.67,58.66,169.97,3,b,3.055,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211405\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211405,
20260508_211405,12,266.696,17.917,57.767,35.622,61.97,34.05,62.47,34.79,62.47,33.29,1,r,4.487,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211405\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211405,
20260508_211504,1,264.107,-36.47,199.58,38.587,198.62,40.04,199.54,40.81,198.02,39.93,1,r,1.742,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211504\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211504,
20260508_211504,2,221.935,-36.163,202.297,110.92,202.12,113.88,203.05,115.1,201.76,113.27,3,b,2.966,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211504\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211504,
20260508_211504,3,175.223,-32.304,195.777,194.175,200.13,192.21,201.05,193.9,198.92,191.47,3,b,4.776,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211504\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211504,
20260508_211504,4,197.993,-26.321,177.686,153.176,182.06,155.18,182.92,156.65,181.04,154.05,6,b,4.812,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211504\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211504,
20260508_211504,5,242.016,-19.156,155.478,76.434,158.92,75.51,159.71,76.5,158.18,75.82,3,b,3.564,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211504\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211504,
20260508_211504,6,264.054,-8.965,127.466,39.357,130.79,37.74,131.5,38.5,130.33,36.66,3,b,3.697,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211504\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211504,
20260508_211504,7,213.263,-6.69,124.062,126.288,124.95,126.85,125.64,128.15,124.71,125.67,4,r,1.051,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211504\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211504,
20260508_211504,8,184.128,-3.783,117.727,177.865,119.66,175.45,120.34,177.04,119.44,174.1,4,r,3.093,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211504\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211504,
20260508_211504,9,229.971,10.042,79.174,97.487,80.77,98.87,81.33,100.0,81.02,97.85,3,b,2.112,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211504\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211504,
20260508_211504,10,254.889,13.025,70.68,55.227,74.95,54.64,75.5,55.5,74.96,54.26,3,b,4.31,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211504\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211504,
20260508_211504,11,200.616,13.444,71.06,148.532,68.38,150.22,68.91,151.66,68.37,149.21,2,b,3.168,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211504\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211504,
20260508_211504,12,174.083,17.313,61.428,195.732,53.25,193.99,53.74,195.69,53.3,192.88,2,b,8.362,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211504\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211504,
